band,bandLabel,personLabel,birthDate,deathDate
http://www.wikidata.org/entity/Q201207,Stratovarius,Tuomo Lassila,1965-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q101505,Deep Purple,Steve Morse,1954-07-28T00:00:00Z,
http://www.wikidata.org/entity/Q101505,Deep Purple,Roger Glover,1945-11-30T00:00:00Z,
http://www.wikidata.org/entity/Q101505,Deep Purple,Don Airey,1948-06-21T00:00:00Z,
http://www.wikidata.org/entity/Q7551,Pussy Riot,Maria Alyokhina,1988-06-06T00:00:00Z,
http://www.wikidata.org/entity/Q7551,Pussy Riot,Pyotr Verzilov,1987-10-25T00:00:00Z,
http://www.wikidata.org/entity/Q7551,Pussy Riot,Nadezhda Tolokonnikova,1989-11-07T00:00:00Z,
http://www.wikidata.org/entity/Q7551,Pussy Riot,Yekaterina Samutsevich,1982-08-09T00:00:00Z,
http://www.wikidata.org/entity/Q82545,Sex Pistols,Paul Cook,1956-07-20T00:00:00Z,
http://www.wikidata.org/entity/Q93346,The Who,Doug Sandom,1930-02-26T00:00:00Z,2019-02-27T00:00:00Z
http://www.wikidata.org/entity/Q11649,Nirvana,Kurt Cobain,1967-02-20T00:00:00Z,1994-04-05T00:00:00Z
http://www.wikidata.org/entity/Q11649,Nirvana,Kurt Cobain,1967-02-20T00:00:00Z,1994-04-08T00:00:00Z
http://www.wikidata.org/entity/Q11036,The Rolling Stones,Ian Stewart,1938-07-18T00:00:00Z,1985-12-12T00:00:00Z
http://www.wikidata.org/entity/Q390590,Rancid,Tim Armstrong,1965-11-25T00:00:00Z,
http://www.wikidata.org/entity/Q390590,Rancid,Matt Freeman,1966-06-14T00:00:00Z,
http://www.wikidata.org/entity/Q390590,Rancid,Matt Freeman,1966-04-23T00:00:00Z,
http://www.wikidata.org/entity/Q391042,Agatha Christie,Gleb Samoylov,1970-08-04T00:00:00Z,
http://www.wikidata.org/entity/Q10708,Red Hot Chili Peppers,Jack Sherman,1956-01-18T00:00:00Z,2020-08-18T00:00:00Z
http://www.wikidata.org/entity/Q10708,Red Hot Chili Peppers,Anthony Kiedis,1962-11-01T00:00:00Z,
http://www.wikidata.org/entity/Q10708,Red Hot Chili Peppers,D.H. Peligro,1959-07-09T00:00:00Z,
http://www.wikidata.org/entity/Q214990,New Order,Gillian Gilbert,1961-01-27T00:00:00Z,
http://www.wikidata.org/entity/Q214990,New Order,Bernard Sumner,1956-01-04T00:00:00Z,
http://www.wikidata.org/entity/Q322265,Status Quo,John Edwards,1953-05-09T00:00:00Z,
http://www.wikidata.org/entity/Q322265,Status Quo,Leon Cave,1978-09-24T00:00:00Z,
http://www.wikidata.org/entity/Q322265,Status Quo,Richie Malone,1986-03-18T00:00:00Z,
http://www.wikidata.org/entity/Q491405,Anderson Bruford Wakeman Howe,Rick Wakeman,1949-05-18T00:00:00Z,
http://www.wikidata.org/entity/Q491405,Anderson Bruford Wakeman Howe,Steve Howe,1947-04-08T00:00:00Z,
http://www.wikidata.org/entity/Q108666,Uriah Heep,Trevor Bolder,1950-06-09T00:00:00Z,2013-05-21T00:00:00Z
http://www.wikidata.org/entity/Q11649,Nirvana,Dave Grohl,1969-01-14T00:00:00Z,
http://www.wikidata.org/entity/Q11649,Nirvana,Chad Channing,1967-01-31T00:00:00Z,
http://www.wikidata.org/entity/Q312706,Magnapop,Ruthie Morris,1964-03-05T00:00:00Z,
http://www.wikidata.org/entity/Q318311,Tankard,Andreas Geremia,1967-05-13T00:00:00Z,
http://www.wikidata.org/entity/Q209956,Weezer,Josh Freese,1972-12-25T00:00:00Z,
http://www.wikidata.org/entity/Q209956,Weezer,Scott Shriner,1965-07-11T00:00:00Z,
http://www.wikidata.org/entity/Q209956,Weezer,Patrick Wilson,1969-02-01T00:00:00Z,
http://www.wikidata.org/entity/Q209956,Weezer,Brian Bell,1968-12-09T00:00:00Z,
http://www.wikidata.org/entity/Q329270,Stone Temple Pilots,Robert DeLeo,1966-02-02T00:00:00Z,
http://www.wikidata.org/entity/Q329270,Stone Temple Pilots,Dean DeLeo,1961-08-23T00:00:00Z,
http://www.wikidata.org/entity/Q329270,Stone Temple Pilots,Eric Kretz,1966-06-07T00:00:00Z,
http://www.wikidata.org/entity/Q329270,Stone Temple Pilots,Scott Weiland,1967-10-27T00:00:00Z,2015-12-03T00:00:00Z
http://www.wikidata.org/entity/Q4371,Ride,Mark Gardener,1969-12-06T00:00:00Z,
http://www.wikidata.org/entity/Q4371,Ride,Andy Bell,1970-08-11T00:00:00Z,
http://www.wikidata.org/entity/Q7000,Silbermond,Stefanie Kloß,1984-10-31T00:00:00Z,
http://www.wikidata.org/entity/Q504464,Pulp,Nick Banks,1965-07-28T00:00:00Z,
http://www.wikidata.org/entity/Q500492,Inspiral Carpets,Craig Gill,1971-12-05T00:00:00Z,2016-11-22T00:00:00Z
http://www.wikidata.org/entity/Q504464,Pulp,Jarvis Cocker,1963-09-19T00:00:00Z,
http://www.wikidata.org/entity/Q212168,The Shadows,John Farrar,1946-11-08T00:00:00Z,
http://www.wikidata.org/entity/Q212168,The Shadows,Brian Locking,1938-12-22T00:00:00Z,2020-10-08T00:00:00Z
http://www.wikidata.org/entity/Q11890,Tocotronic,Jan Müller,1971-06-01T00:00:00Z,
http://www.wikidata.org/entity/Q11890,Tocotronic,Arne Zank,1970-08-06T00:00:00Z,
http://www.wikidata.org/entity/Q11890,Tocotronic,Dirk von Lowtzow,1971-03-21T00:00:00Z,
http://www.wikidata.org/entity/Q11890,Tocotronic,Rick McPhail,2000-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q379448,Hot Tuna,Jorma Kaukonen,1940-12-23T00:00:00Z,
http://www.wikidata.org/entity/Q376283,Mad Season,Chris Cornell,1964-07-20T00:00:00Z,2017-05-17T00:00:00Z
http://www.wikidata.org/entity/Q376283,Mad Season,Chris Cornell,1964-07-20T00:00:00Z,2017-05-18T00:00:00Z
http://www.wikidata.org/entity/Q485039,Deftones,Chi Cheng,1970-07-15T00:00:00Z,2013-04-13T00:00:00Z
http://www.wikidata.org/entity/Q485039,Deftones,Chino Moreno,1973-06-20T00:00:00Z,
http://www.wikidata.org/entity/Q485039,Deftones,Stephen Carpenter,1970-08-03T00:00:00Z,
http://www.wikidata.org/entity/Q484839,Placebo,Brian Molko,1972-12-10T00:00:00Z,
http://www.wikidata.org/entity/Q485039,Deftones,Frank Delgado,1970-11-29T00:00:00Z,
http://www.wikidata.org/entity/Q485039,Deftones,Sergio Vega,1959-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q485039,Deftones,Abe Cunningham,1973-07-27T00:00:00Z,
http://www.wikidata.org/entity/Q329270,Stone Temple Pilots,Chester Bennington,1976-03-20T00:00:00Z,2017-07-20T00:00:00Z
http://www.wikidata.org/entity/Q322265,Status Quo,Andy Bown,1946-03-27T00:00:00Z,
http://www.wikidata.org/entity/Q322265,Status Quo,Francis Rossi,1949-05-29T00:00:00Z,
http://www.wikidata.org/entity/Q322265,Status Quo,Matt Letley,1961-03-29T00:00:00Z,
http://www.wikidata.org/entity/Q322265,Status Quo,Alan Lancaster,1949-02-07T00:00:00Z,
http://www.wikidata.org/entity/Q654537,New Trolls,Gianni Belleno,1949-02-17T00:00:00Z,
http://www.wikidata.org/entity/Q654537,New Trolls,Nico Di Palo,1947-12-04T00:00:00Z,
http://www.wikidata.org/entity/Q654537,New Trolls,Tullio De Piscopo,1946-02-24T00:00:00Z,
http://www.wikidata.org/entity/Q209956,Weezer,Rivers Cuomo,1970-06-13T00:00:00Z,
http://www.wikidata.org/entity/Q207706,Eurythmics,Annie Lennox,1954-12-25T00:00:00Z,
http://www.wikidata.org/entity/Q730758,Control Denied,Richard Christy,1974-04-01T00:00:00Z,
http://www.wikidata.org/entity/Q730758,Control Denied,Tim Aymar,1963-09-04T00:00:00Z,
http://www.wikidata.org/entity/Q725469,Stone Sour,Corey Taylor,1973-12-08T00:00:00Z,
http://www.wikidata.org/entity/Q735409,Ten,Mark Zonder,1958-04-16T00:00:00Z,
http://www.wikidata.org/entity/Q730503,Metro,Gyula Tihanyi,1946-07-28T00:00:00Z,2016-11-17T00:00:00Z
http://www.wikidata.org/entity/Q101505,Deep Purple,Nick Simper,1945-11-03T00:00:00Z,
http://www.wikidata.org/entity/Q212455,Boøwy,Tsunematsu Matsui,1960-09-08T00:00:00Z,
http://www.wikidata.org/entity/Q212455,Boøwy,Makoto Takahashi,1954-01-06T00:00:00Z,
http://www.wikidata.org/entity/Q212455,Boøwy,Tomoyasu Hotei,1962-02-01T00:00:00Z,
http://www.wikidata.org/entity/Q212455,Boøwy,Kyōsuke Himuro,1960-10-07T00:00:00Z,
http://www.wikidata.org/entity/Q368961,Dead or Alive,Steve Coy,1962-03-15T00:00:00Z,2018-05-04T00:00:00Z
http://www.wikidata.org/entity/Q115305,REBECCA,Morio Koga,1961-05-24T00:00:00Z,
http://www.wikidata.org/entity/Q115305,REBECCA,Akio Dobashi,1960-09-19T00:00:00Z,
http://www.wikidata.org/entity/Q115305,REBECCA,Takehiko Kogure,1960-03-08T00:00:00Z,
http://www.wikidata.org/entity/Q535685,Princess Princess,Kyōko Tomita,1965-06-02T00:00:00Z,
http://www.wikidata.org/entity/Q535685,Princess Princess,Kyōko Tomita,1901-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q535685,Princess Princess,Kanako Nakayama,1964-11-02T00:00:00Z,
http://www.wikidata.org/entity/Q535685,Princess Princess,Atsuko Watanabe,1964-10-26T00:00:00Z,
http://www.wikidata.org/entity/Q535685,Princess Princess,Tomoko Konno,1965-07-15T00:00:00Z,
http://www.wikidata.org/entity/Q535685,Princess Princess,Kaori Kishitani,1967-02-17T00:00:00Z,
http://www.wikidata.org/entity/Q218178,Ensiferum,Emmi Silvennoinen,1988-04-09T00:00:00Z,
http://www.wikidata.org/entity/Q218178,Ensiferum,Meiju Enho,1981-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q218178,Ensiferum,Netta Skog,1990-10-02T00:00:00Z,
http://www.wikidata.org/entity/Q108666,Uriah Heep,Mick Box,1947-06-09T00:00:00Z,
http://www.wikidata.org/entity/Q108666,Uriah Heep,Phil Lanzon,1950-03-23T00:00:00Z,
http://www.wikidata.org/entity/Q108666,Uriah Heep,Russell Gilbrook,1964-05-17T00:00:00Z,
http://www.wikidata.org/entity/Q108666,Uriah Heep,Bernie Shaw,1957-06-15T00:00:00Z,
http://www.wikidata.org/entity/Q103550,The Velvet Underground,Lou Reed,1942-03-02T00:00:00Z,2013-10-27T00:00:00Z
http://www.wikidata.org/entity/Q368961,Dead or Alive,Pete Burns,1959-08-05T00:00:00Z,2016-10-23T00:00:00Z
http://www.wikidata.org/entity/Q386216,Tokio Hotel,Tom Kaulitz,1989-09-01T00:00:00Z,
http://www.wikidata.org/entity/Q355701,Adema,Kris Kohls,1972-05-19T00:00:00Z,
http://www.wikidata.org/entity/Q386216,Tokio Hotel,Bill Kaulitz,1989-09-01T00:00:00Z,
http://www.wikidata.org/entity/Q391348,Imagine Dragons,Andrew Beck,1986-05-23T00:00:00Z,
http://www.wikidata.org/entity/Q391348,Imagine Dragons,Dan Reynolds,1987-07-14T00:00:00Z,
http://www.wikidata.org/entity/Q664459,Humble Pie,Steve Marriott,1947-01-30T00:00:00Z,1991-04-20T00:00:00Z
http://www.wikidata.org/entity/Q664459,Humble Pie,Steve Marriott,1947-01-30T00:00:00Z,1991-04-21T00:00:00Z
http://www.wikidata.org/entity/Q669033,Fiction Plane,Joe Sumner,1976-11-23T00:00:00Z,
http://www.wikidata.org/entity/Q741801,Sevendust,John Connolly,1968-10-21T00:00:00Z,
http://www.wikidata.org/entity/Q522849,Winger,Paul Taylor,1960-06-04T00:00:00Z,
http://www.wikidata.org/entity/Q740434,Smash Mouth,Michael Urbano,1961-03-19T00:00:00Z,
http://www.wikidata.org/entity/Q534083,Keep of Kalessin,Vegar Larsen,1978-02-14T00:00:00Z,
http://www.wikidata.org/entity/Q534083,Keep of Kalessin,Thebon,1982-11-06T00:00:00Z,
http://www.wikidata.org/entity/Q11895,Guns N' Roses,Josh Freese,1972-12-25T00:00:00Z,
http://www.wikidata.org/entity/Q11895,Guns N' Roses,Richard Fortus,1966-11-17T00:00:00Z,
http://www.wikidata.org/entity/Q11895,Guns N' Roses,Izzy Stradlin,1962-04-08T00:00:00Z,
http://www.wikidata.org/entity/Q106379,The Cardigans,Bengt Lagerberg,1973-07-05T00:00:00Z,
http://www.wikidata.org/entity/Q106379,The Cardigans,Peter Svensson,1974-10-18T00:00:00Z,
http://www.wikidata.org/entity/Q217360,Florence + the Machine,Florence Welch,1986-08-28T00:00:00Z,
http://www.wikidata.org/entity/Q106379,The Cardigans,Nina Persson,1974-09-06T00:00:00Z,
http://www.wikidata.org/entity/Q203736,Cream,Eric Clapton,1945-03-30T00:00:00Z,
http://www.wikidata.org/entity/Q700328,Iron Savior,Kai Hansen,1963-01-17T00:00:00Z,
http://www.wikidata.org/entity/Q700328,Iron Savior,Piet Sielck,1964-11-14T00:00:00Z,
http://www.wikidata.org/entity/Q707968,Unheilig,Der Graf,2000-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q724582,Ash,Charlotte Hatherley,1979-06-20T00:00:00Z,
http://www.wikidata.org/entity/Q811021,Battles,Ian Williams,1970-08-31T00:00:00Z,
http://www.wikidata.org/entity/Q815849,Smokie,Chris Norman,1950-10-25T00:00:00Z,
http://www.wikidata.org/entity/Q798728,Bad Lieutenant,Bernard Sumner,1956-01-04T00:00:00Z,
http://www.wikidata.org/entity/Q246352,Rise Against,Tim McIlrath,1978-11-03T00:00:00Z,
http://www.wikidata.org/entity/Q674305,Make-Up,Hiroaki Matsuzawa,1960-04-03T00:00:00Z,2010-11-18T00:00:00Z
http://www.wikidata.org/entity/Q674305,Make-Up,Yōgo Kōno,1962-12-08T00:00:00Z,
http://www.wikidata.org/entity/Q684599,Bi-2,Lyova Bi-2,1972-09-02T00:00:00Z,
http://www.wikidata.org/entity/Q674305,Make-Up,NoB,1964-01-20T00:00:00Z,
http://www.wikidata.org/entity/Q674314,Fallout,Louie Beato,1963-07-17T00:00:00Z,
http://www.wikidata.org/entity/Q126852,America,Dewey Bunnell,1952-01-19T00:00:00Z,
http://www.wikidata.org/entity/Q126852,America,Dewey Bunnell,1951-01-19T00:00:00Z,
http://www.wikidata.org/entity/Q126852,America,Dan Peek,1950-11-01T00:00:00Z,2011-07-24T00:00:00Z
http://www.wikidata.org/entity/Q126852,America,Gerry Beckley,1952-09-12T00:00:00Z,
http://www.wikidata.org/entity/Q11895,Guns N' Roses,Slash,1965-07-23T00:00:00Z,
http://www.wikidata.org/entity/Q485893,Marilyn Manson,Fred Sablan,1970-04-28T00:00:00Z,
http://www.wikidata.org/entity/Q485893,Marilyn Manson,Ginger Fish,1965-09-28T00:00:00Z,
http://www.wikidata.org/entity/Q659555,Sirenia,Monika Pedersen,1978-12-21T00:00:00Z,
http://www.wikidata.org/entity/Q659555,Sirenia,Emmanuelle Zoldan,1977-06-18T00:00:00Z,
http://www.wikidata.org/entity/Q659555,Sirenia,Ailyn,1982-05-29T00:00:00Z,
http://www.wikidata.org/entity/Q659555,Sirenia,Henriette Bordvik,1984-11-17T00:00:00Z,
http://www.wikidata.org/entity/Q484839,Placebo,Stefan Olsdal,1974-03-31T00:00:00Z,
http://www.wikidata.org/entity/Q484839,Placebo,Steve Hewitt,1971-03-22T00:00:00Z,
http://www.wikidata.org/entity/Q496101,The Lumineers,Wesley Schultz,1982-12-30T00:00:00Z,
http://www.wikidata.org/entity/Q498460,My Dying Bride,Lena Abé,1983-01-04T00:00:00Z,
http://www.wikidata.org/entity/Q498460,My Dying Bride,Aaron Stainthorpe,1968-11-12T00:00:00Z,
http://www.wikidata.org/entity/Q498460,My Dying Bride,Sarah Stanton,1978-06-28T00:00:00Z,
http://www.wikidata.org/entity/Q496101,The Lumineers,Jeremiah Fraites,1986-01-17T00:00:00Z,
http://www.wikidata.org/entity/Q496101,The Lumineers,Neyla Pekarek,1986-09-04T00:00:00Z,
http://www.wikidata.org/entity/Q124147,Scorpions,Mikkey Dee,1963-10-31T00:00:00Z,
http://www.wikidata.org/entity/Q125603,The Clash,Keith Levene,1957-07-18T00:00:00Z,
http://www.wikidata.org/entity/Q124147,Scorpions,Rudy Lenners,1952-12-29T00:00:00Z,
http://www.wikidata.org/entity/Q124147,Scorpions,Rudolf Schenker,1948-08-31T00:00:00Z,
http://www.wikidata.org/entity/Q660729,The Angels,Chris Bailey,1950-05-31T00:00:00Z,2013-04-04T00:00:00Z
http://www.wikidata.org/entity/Q660729,The Angels,Doc Neeson,1947-01-04T00:00:00Z,2014-06-04T00:00:00Z
http://www.wikidata.org/entity/Q506670,The Doobie Brothers,John McFee,1950-09-09T00:00:00Z,
http://www.wikidata.org/entity/Q11895,Guns N' Roses,Axl Rose,1962-02-06T00:00:00Z,
http://www.wikidata.org/entity/Q240703,Atreyu,Alex Varkatzas,1982-01-17T00:00:00Z,
http://www.wikidata.org/entity/Q240457,Theatre of Tragedy,Raymond Istvàn Rohonyi,1975-07-20T00:00:00Z,
http://www.wikidata.org/entity/Q119590,Aquarium,Sergey Shchurakov,1960-02-23T00:00:00Z,2007-08-07T00:00:00Z
http://www.wikidata.org/entity/Q117684,The Exploited,Wattie Buchan,1956-07-24T00:00:00Z,
http://www.wikidata.org/entity/Q212168,The Shadows,Hank Marvin,1941-10-28T00:00:00Z,
http://www.wikidata.org/entity/Q117684,The Exploited,Tony Lochiel,1964-02-29T00:00:00Z,2007-03-24T00:00:00Z
http://www.wikidata.org/entity/Q119590,Aquarium,Boris Grebenshchikov,1953-11-27T00:00:00Z,
http://www.wikidata.org/entity/Q726891,Asia,John Wetton,1949-06-12T00:00:00Z,2017-01-31T00:00:00Z
http://www.wikidata.org/entity/Q726891,Asia,Carl Palmer,1950-03-20T00:00:00Z,
http://www.wikidata.org/entity/Q726891,Asia,Geoff Downes,1952-08-25T00:00:00Z,
http://www.wikidata.org/entity/Q691657,Superbus,Patrice Focone,1971-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q691657,Superbus,Greg Jacks,1976-03-07T00:00:00Z,
http://www.wikidata.org/entity/Q691657,Superbus,Guillaume Rousé,1970-12-25T00:00:00Z,
http://www.wikidata.org/entity/Q691657,Superbus,Michel Giovannetti,1970-11-30T00:00:00Z,
http://www.wikidata.org/entity/Q691657,Superbus,Jennifer Ayache,1983-11-09T00:00:00Z,
http://www.wikidata.org/entity/Q691657,Superbus,François Even,1972-04-01T00:00:00Z,
http://www.wikidata.org/entity/Q738110,Legião Urbana,Renato Russo,1960-03-27T00:00:00Z,1996-10-11T00:00:00Z
http://www.wikidata.org/entity/Q730758,Control Denied,Chuck Schuldiner,1967-05-13T00:00:00Z,2001-12-13T00:00:00Z
http://www.wikidata.org/entity/Q735662,Włochaty,Kasia Nosowska,1971-08-30T00:00:00Z,
http://www.wikidata.org/entity/Q106648,Fleetwood Mac,Neil Finn,1958-05-27T00:00:00Z,
http://www.wikidata.org/entity/Q106648,Fleetwood Mac,Danny Kirwan,1950-05-13T00:00:00Z,2018-06-08T00:00:00Z
http://www.wikidata.org/entity/Q106648,Fleetwood Mac,John McVie,1945-11-26T00:00:00Z,
http://www.wikidata.org/entity/Q374747,Skillet,Jen Ledger,1989-12-08T00:00:00Z,
http://www.wikidata.org/entity/Q370400,Los Lobos,David Hidalgo,1954-10-06T00:00:00Z,
http://www.wikidata.org/entity/Q374747,Skillet,Korey Cooper,1972-07-21T00:00:00Z,
http://www.wikidata.org/entity/Q374747,Skillet,John Cooper,1975-04-07T00:00:00Z,
http://www.wikidata.org/entity/Q726891,Asia,Greg Lake,1947-11-10T00:00:00Z,2016-12-07T00:00:00Z
http://www.wikidata.org/entity/Q726891,Asia,Steve Howe,1947-04-08T00:00:00Z,
http://www.wikidata.org/entity/Q744242,Theory of a Deadman,Brent Fitz,1970-03-27T00:00:00Z,
http://www.wikidata.org/entity/Q754323,Fates Warning,John Arch,1959-05-15T00:00:00Z,
http://www.wikidata.org/entity/Q743353,Iron Butterfly,Ron Bushy,1945-09-23T00:00:00Z,
http://www.wikidata.org/entity/Q743353,Iron Butterfly,Lee Dorman,1942-09-15T00:00:00Z,2012-12-21T00:00:00Z
http://www.wikidata.org/entity/Q530863,Ange,Christian Décamps,1946-08-11T00:00:00Z,
http://www.wikidata.org/entity/Q522849,Winger,Reb Beach,1963-08-31T00:00:00Z,
http://www.wikidata.org/entity/Q522849,Winger,Kip Winger,1961-06-21T00:00:00Z,
http://www.wikidata.org/entity/Q379448,Hot Tuna,Jack Casady,1944-04-13T00:00:00Z,
http://www.wikidata.org/entity/Q845265,Public Image Ltd.,John Lydon,1956-01-31T00:00:00Z,
http://www.wikidata.org/entity/Q845265,Public Image Ltd.,Martin Atkins,1959-08-03T00:00:00Z,
http://www.wikidata.org/entity/Q15862,Queen,John Deacon,1951-08-19T00:00:00Z,
http://www.wikidata.org/entity/Q15862,Queen,Roger Taylor,1949-07-26T00:00:00Z,
http://www.wikidata.org/entity/Q124147,Scorpions,Matthias Jabs,1955-10-25T00:00:00Z,
http://www.wikidata.org/entity/Q124147,Scorpions,Klaus Meine,1948-05-25T00:00:00Z,
http://www.wikidata.org/entity/Q651984,Flying Colors,Mike Portnoy,1967-04-20T00:00:00Z,
http://www.wikidata.org/entity/Q651984,Flying Colors,Neal Morse,1960-08-02T00:00:00Z,
http://www.wikidata.org/entity/Q651984,Flying Colors,Steve Morse,1954-07-28T00:00:00Z,
http://www.wikidata.org/entity/Q538369,Rhinoceros,Billy Mundi,1942-09-25T00:00:00Z,2014-03-29T00:00:00Z
http://www.wikidata.org/entity/Q544024,Gong,Daevid Allen,1938-01-13T00:00:00Z,2015-03-13T00:00:00Z
http://www.wikidata.org/entity/Q541092,Tomorrow,Steve Howe,1947-04-08T00:00:00Z,
http://www.wikidata.org/entity/Q544024,Gong,Pierre Moerlen,1952-10-23T00:00:00Z,2005-05-03T00:00:00Z
http://www.wikidata.org/entity/Q850645,New Found Glory,Chad Gilbert,1981-03-09T00:00:00Z,
http://www.wikidata.org/entity/Q850645,New Found Glory,Jordan Pundik,1979-10-12T00:00:00Z,
http://www.wikidata.org/entity/Q845790,Lifehouse,Ben Carey,1975-01-10T00:00:00Z,
http://www.wikidata.org/entity/Q1051182,Nick Cave and the Bad Seeds,Nick Cave,1957-09-22T00:00:00Z,
http://www.wikidata.org/entity/Q486830,Audioslave,Tom Morello,1964-05-30T00:00:00Z,
http://www.wikidata.org/entity/Q486830,Audioslave,Brad Wilk,1968-09-05T00:00:00Z,
http://www.wikidata.org/entity/Q486830,Audioslave,Tim Commerford,1968-02-26T00:00:00Z,
http://www.wikidata.org/entity/Q373702,House of Lords,James Christian,2000-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q754323,Fates Warning,Joey Vera,1963-04-24T00:00:00Z,
http://www.wikidata.org/entity/Q726891,Asia,Sam Coulson,1987-02-09T00:00:00Z,
http://www.wikidata.org/entity/Q740434,Smash Mouth,Steve Harwell,1967-01-09T00:00:00Z,
http://www.wikidata.org/entity/Q126826,Aerosmith,Joe Perry,1950-09-10T00:00:00Z,
http://www.wikidata.org/entity/Q126826,Aerosmith,Steven Tyler,1948-03-26T00:00:00Z,
http://www.wikidata.org/entity/Q246352,Rise Against,Zach Blair,1973-12-26T00:00:00Z,
http://www.wikidata.org/entity/Q246352,Rise Against,Joe Principe,1974-11-14T00:00:00Z,
http://www.wikidata.org/entity/Q240457,Theatre of Tragedy,Nell Sigland,1976-11-13T00:00:00Z,
http://www.wikidata.org/entity/Q246352,Rise Against,Brandon Barnes,1972-10-10T00:00:00Z,
http://www.wikidata.org/entity/Q812627,Bayside,Anthony Raneri,1982-08-09T00:00:00Z,
http://www.wikidata.org/entity/Q249257,Michael Learns to Rock,Jascha Richter,1963-06-24T00:00:00Z,
http://www.wikidata.org/entity/Q765111,Raven,Mike Heller,1982-01-17T00:00:00Z,
http://www.wikidata.org/entity/Q249257,Michael Learns to Rock,Kåre Wanscher,1969-06-14T00:00:00Z,
http://www.wikidata.org/entity/Q249257,Michael Learns to Rock,Mikkel Lentz,1968-12-20T00:00:00Z,
http://www.wikidata.org/entity/Q811021,Battles,Dave Konopka,1976-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q217360,Florence + the Machine,Isabella Summers,1980-10-31T00:00:00Z,
http://www.wikidata.org/entity/Q45354,The Doors,Ray Manzarek,1939-02-12T00:00:00Z,2013-05-20T00:00:00Z
http://www.wikidata.org/entity/Q797648,Babes in Toyland,Kat Bjelland,1963-12-09T00:00:00Z,
http://www.wikidata.org/entity/Q797648,Babes in Toyland,Lori Barbero,1961-11-27T00:00:00Z,
http://www.wikidata.org/entity/Q22151,Muse,Matt Bellamy,1978-06-09T00:00:00Z,
http://www.wikidata.org/entity/Q106648,Fleetwood Mac,Stevie Nicks,1948-05-26T00:00:00Z,
http://www.wikidata.org/entity/Q106648,Fleetwood Mac,Lindsey Buckingham,1949-10-03T00:00:00Z,
http://www.wikidata.org/entity/Q106648,Fleetwood Mac,Bob Weston,1947-11-01T00:00:00Z,2012-01-03T00:00:00Z
http://www.wikidata.org/entity/Q19697,Motörhead,Lemmy,1945-12-24T00:00:00Z,2015-12-28T00:00:00Z
http://www.wikidata.org/entity/Q15862,Queen,Mike Grose,1901-01-01T00:00:00Z,2019-03-01T00:00:00Z
http://www.wikidata.org/entity/Q1164269,Danko Jones,Danko Jones,1970-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q218178,Ensiferum,Sami Hinkka,1978-04-27T00:00:00Z,
http://www.wikidata.org/entity/Q218178,Ensiferum,Janne Parviainen,1973-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q218178,Ensiferum,Jari Mäenpää,1977-12-23T00:00:00Z,
http://www.wikidata.org/entity/Q218178,Ensiferum,Markus Toivonen,1979-11-15T00:00:00Z,
http://www.wikidata.org/entity/Q218178,Ensiferum,Petri Lindroos,1980-01-10T00:00:00Z,
http://www.wikidata.org/entity/Q19697,Motörhead,Phil Campbell,1961-05-07T00:00:00Z,
http://www.wikidata.org/entity/Q19697,Motörhead,Phil Taylor,1954-09-21T00:00:00Z,2015-11-11T00:00:00Z
http://www.wikidata.org/entity/Q23479,HIM,Janne Puurtinen,1974-10-17T00:00:00Z,
http://www.wikidata.org/entity/Q23479,HIM,Mikko Lindström,1976-08-12T00:00:00Z,
http://www.wikidata.org/entity/Q23479,HIM,Mikko Paananen,1974-12-19T00:00:00Z,
http://www.wikidata.org/entity/Q727736,Black Label Society,Zakk Wylde,1967-01-14T00:00:00Z,
http://www.wikidata.org/entity/Q29606,The Stone Roses,Gary Mounfield,1962-11-16T00:00:00Z,
http://www.wikidata.org/entity/Q11895,Guns N' Roses,Dizzy Reed,1963-06-18T00:00:00Z,
http://www.wikidata.org/entity/Q11895,Guns N' Roses,Duff McKagan,1964-02-05T00:00:00Z,
http://www.wikidata.org/entity/Q845265,Public Image Ltd.,Keith Levene,1957-07-18T00:00:00Z,
http://www.wikidata.org/entity/Q486830,Audioslave,Chris Cornell,1964-07-20T00:00:00Z,2017-05-17T00:00:00Z
http://www.wikidata.org/entity/Q486830,Audioslave,Chris Cornell,1964-07-20T00:00:00Z,2017-05-18T00:00:00Z
http://www.wikidata.org/entity/Q11895,Guns N' Roses,Melissa Reese,1990-03-01T00:00:00Z,
http://www.wikidata.org/entity/Q45188,Coldplay,Guy Berryman,1978-04-12T00:00:00Z,
http://www.wikidata.org/entity/Q1142703,Alkaline Trio,Matt Skiba,1976-02-24T00:00:00Z,
http://www.wikidata.org/entity/Q725469,Stone Sour,Roy Mayorga,1970-04-06T00:00:00Z,
