DogName,Count,Rank,Date,Set
IZZI,1,1293,07/13/2017 12:00:00 AM,1
J.R.,1,1293,07/13/2017 12:00:00 AM,1
J.T.,1,1293,07/13/2017 12:00:00 AM,1
JABBER,1,1293,07/13/2017 12:00:00 AM,1
JAC,1,1293,07/13/2017 12:00:00 AM,1
JACK DANIELS,1,1293,07/13/2017 12:00:00 AM,1
JACK FROST,1,1293,07/13/2017 12:00:00 AM,1
JACK WOOFER,1,1293,07/13/2017 12:00:00 AM,1
JACKSON JR,1,1293,07/13/2017 12:00:00 AM,1
JACOB,1,1293,07/13/2017 12:00:00 AM,1
JACOPO,1,1293,07/13/2017 12:00:00 AM,1
JADA,1,1293,07/13/2017 12:00:00 AM,1
JAE JAE,1,1293,07/13/2017 12:00:00 AM,1
JAG,1,1293,07/13/2017 12:00:00 AM,1
JAGIYA,1,1293,07/13/2017 12:00:00 AM,1
JAGO,1,1293,07/13/2017 12:00:00 AM,1
JAILING,1,1293,07/13/2017 12:00:00 AM,1
JAINA,1,1293,07/13/2017 12:00:00 AM,1
JAJA,1,1293,07/13/2017 12:00:00 AM,1
JAK,1,1293,07/13/2017 12:00:00 AM,1
JAKIE,1,1293,07/13/2017 12:00:00 AM,1
JALAPENO,1,1293,07/13/2017 12:00:00 AM,1
JALCE,1,1293,07/13/2017 12:00:00 AM,1
JALIS,1,1293,07/13/2017 12:00:00 AM,1
JAMES,1,1293,07/13/2017 12:00:00 AM,1
JAMESBOND,1,1293,07/13/2017 12:00:00 AM,1
JAMESON,1,1293,07/13/2017 12:00:00 AM,1
JAMISON,1,1293,07/13/2017 12:00:00 AM,1
JANEK,1,1293,07/13/2017 12:00:00 AM,1
JANIE,1,1293,07/13/2017 12:00:00 AM,1
JARI,1,1293,07/13/2017 12:00:00 AM,1
JARVIS,1,1293,07/13/2017 12:00:00 AM,1
JASLYNN,1,1293,07/13/2017 12:00:00 AM,1
JAVA,1,1293,07/13/2017 12:00:00 AM,1
JAWS,1,1293,07/13/2017 12:00:00 AM,1
JAXSON,1,1293,07/13/2017 12:00:00 AM,1
JAYDA,1,1293,07/13/2017 12:00:00 AM,1
JAYDEN,1,1293,07/13/2017 12:00:00 AM,1
JAYTEE,1,1293,07/13/2017 12:00:00 AM,1
JAZZIE,1,1293,07/13/2017 12:00:00 AM,1
JEAGER,1,1293,07/13/2017 12:00:00 AM,1
JEAREK,1,1293,07/13/2017 12:00:00 AM,1
JEBEDIAH,1,1293,07/13/2017 12:00:00 AM,1
JEFFREY,1,1293,07/13/2017 12:00:00 AM,1
JELLY,1,1293,07/13/2017 12:00:00 AM,1
JEMMA,1,1293,07/13/2017 12:00:00 AM,1
JENI,1,1293,07/13/2017 12:00:00 AM,1
JENNI,1,1293,07/13/2017 12:00:00 AM,1
JERICHO,1,1293,07/13/2017 12:00:00 AM,1
JERSEY,1,1293,07/13/2017 12:00:00 AM,1
JESS,1,1293,07/13/2017 12:00:00 AM,1
JESSE LEE,1,1293,07/13/2017 12:00:00 AM,1
JESSI,1,1293,07/13/2017 12:00:00 AM,1
JESSICA,1,1293,07/13/2017 12:00:00 AM,1
JESSIE JAMES,1,1293,07/13/2017 12:00:00 AM,1
JESSIE MAE,1,1293,07/13/2017 12:00:00 AM,1
JETER,1,1293,07/13/2017 12:00:00 AM,1
JEWEL,1,1293,07/13/2017 12:00:00 AM,1
JEZEBELLE,1,1293,07/13/2017 12:00:00 AM,1
JEZZY,1,1293,07/13/2017 12:00:00 AM,1
JIFFY,1,1293,07/13/2017 12:00:00 AM,1
JILLY,1,1293,07/13/2017 12:00:00 AM,1
JIMMY BUCKET,1,1293,07/13/2017 12:00:00 AM,1
JINX,1,1293,07/13/2017 12:00:00 AM,1
JIPUTA,1,1293,07/13/2017 12:00:00 AM,1
JIROU,1,1293,07/13/2017 12:00:00 AM,1
JJIN,1,1293,07/13/2017 12:00:00 AM,1
J-LO,1,1293,07/13/2017 12:00:00 AM,1
JO JO,1,1293,07/13/2017 12:00:00 AM,1
JOBIN,1,1293,07/13/2017 12:00:00 AM,1
JOE JOE,1,1293,07/13/2017 12:00:00 AM,1
JOHN,1,1293,07/13/2017 12:00:00 AM,1
JOHN RODGERS,1,1293,07/13/2017 12:00:00 AM,1
JOHNA,1,1293,07/13/2017 12:00:00 AM,1
JOLI,1,1293,07/13/2017 12:00:00 AM,1
JON CARLO,1,1293,07/13/2017 12:00:00 AM,1
JON STEWART,1,1293,07/13/2017 12:00:00 AM,1
JONATHAN,1,1293,07/13/2017 12:00:00 AM,1
JONES,1,1293,07/13/2017 12:00:00 AM,1
JONI,1,1293,07/13/2017 12:00:00 AM,1
JONNI,1,1293,07/13/2017 12:00:00 AM,1
JOPLIN,1,1293,07/13/2017 12:00:00 AM,1
JORDY,1,1293,07/13/2017 12:00:00 AM,1
JORGE,1,1293,07/13/2017 12:00:00 AM,1
JOZIE,1,1293,07/13/2017 12:00:00 AM,1
JP,1,1293,07/13/2017 12:00:00 AM,1
JUAN,1,1293,07/13/2017 12:00:00 AM,1
JUANITA,1,1293,07/13/2017 12:00:00 AM,1
JUBIL,1,1293,07/13/2017 12:00:00 AM,1
JUDE,1,1293,07/13/2017 12:00:00 AM,1
JUDY,1,1293,07/13/2017 12:00:00 AM,1
JUELZ,1,1293,07/13/2017 12:00:00 AM,1
JUICE,1,1293,07/13/2017 12:00:00 AM,1
JUJU,1,1293,07/13/2017 12:00:00 AM,1
JULEE(HONEY),1,1293,07/13/2017 12:00:00 AM,1
JULIET GRAY,1,1293,07/13/2017 12:00:00 AM,1
JULIUS,1,1293,07/13/2017 12:00:00 AM,1
JUNEBUG,1,1293,07/13/2017 12:00:00 AM,1
JUNI,1,1293,07/13/2017 12:00:00 AM,1
JUNIE,1,1293,07/13/2017 12:00:00 AM,1
JUNIPER BERR,1,1293,07/13/2017 12:00:00 AM,1
JUNO REGINA,1,1293,07/13/2017 12:00:00 AM,1
JUSTINE,1,1293,07/13/2017 12:00:00 AM,1
JUSTY,1,1293,07/13/2017 12:00:00 AM,1
K.C.,1,1293,07/13/2017 12:00:00 AM,1
K.D.,1,1293,07/13/2017 12:00:00 AM,1
K.O.,1,1293,07/13/2017 12:00:00 AM,1
KACEE,1,1293,07/13/2017 12:00:00 AM,1
KACI-JADE,1,1293,07/13/2017 12:00:00 AM,1
KADEE,1,1293,07/13/2017 12:00:00 AM,1
KAEDO,1,1293,07/13/2017 12:00:00 AM,1
KAFKA,1,1293,07/13/2017 12:00:00 AM,1
KAHALISI,1,1293,07/13/2017 12:00:00 AM,1
KAHLESSI,1,1293,07/13/2017 12:00:00 AM,1
KAHLYA,1,1293,07/13/2017 12:00:00 AM,1
KAIA,1,1293,07/13/2017 12:00:00 AM,1
KAIKEA,1,1293,07/13/2017 12:00:00 AM,1
KAILE'A,1,1293,07/13/2017 12:00:00 AM,1
KAILUA,1,1293,07/13/2017 12:00:00 AM,1
KAINANI,1,1293,07/13/2017 12:00:00 AM,1
KAINO,1,1293,07/13/2017 12:00:00 AM,1
KAIPO,1,1293,07/13/2017 12:00:00 AM,1
KAISIE,1,1293,07/13/2017 12:00:00 AM,1
KAIYA,1,1293,07/13/2017 12:00:00 AM,1
KAKSI,1,1293,07/13/2017 12:00:00 AM,1
KALA,1,1293,07/13/2017 12:00:00 AM,1
KA-LAWZZZ,1,1293,07/13/2017 12:00:00 AM,1
KALEY,1,1293,07/13/2017 12:00:00 AM,1
KALIAH,1,1293,07/13/2017 12:00:00 AM,1
KALILA,1,1293,07/13/2017 12:00:00 AM,1
KALINA,1,1293,07/13/2017 12:00:00 AM,1
KALISTA,1,1293,07/13/2017 12:00:00 AM,1
KALLI,1,1293,07/13/2017 12:00:00 AM,1
KALUULA,1,1293,07/13/2017 12:00:00 AM,1
KAMANI,1,1293,07/13/2017 12:00:00 AM,1
KAMEA,1,1293,07/13/2017 12:00:00 AM,1
KAMIE,1,1293,07/13/2017 12:00:00 AM,1
KANGAROO,1,1293,07/13/2017 12:00:00 AM,1
KANU,1,1293,07/13/2017 12:00:00 AM,1
KAOS,1,1293,07/13/2017 12:00:00 AM,1
KAPPA,1,1293,07/13/2017 12:00:00 AM,1
KAPPY,1,1293,07/13/2017 12:00:00 AM,1
KASCH,1,1293,07/13/2017 12:00:00 AM,1
KASI-LOF,1,1293,07/13/2017 12:00:00 AM,1
KASKEA,1,1293,07/13/2017 12:00:00 AM,1
KASON,1,1293,07/13/2017 12:00:00 AM,1
KASPER,1,1293,07/13/2017 12:00:00 AM,1
KASSEL,1,1293,07/13/2017 12:00:00 AM,1
KASSIDY,1,1293,07/13/2017 12:00:00 AM,1
KATALLA,1,1293,07/13/2017 12:00:00 AM,1
KATANA,1,1293,07/13/2017 12:00:00 AM,1
KATIANNA,1,1293,07/13/2017 12:00:00 AM,1
KATIE ROSE,1,1293,07/13/2017 12:00:00 AM,1
KATNISS,1,1293,07/13/2017 12:00:00 AM,1
KATO,1,1293,07/13/2017 12:00:00 AM,1
KAVA,1,1293,07/13/2017 12:00:00 AM,1
KAVACAMELLIA,1,1293,07/13/2017 12:00:00 AM,1
KAYA MOOMOO,1,1293,07/13/2017 12:00:00 AM,1
KAYDEE,1,1293,07/13/2017 12:00:00 AM,1
KAYMA,1,1293,07/13/2017 12:00:00 AM,1
KAY'NA,1,1293,07/13/2017 12:00:00 AM,1
KAZAK,1,1293,07/13/2017 12:00:00 AM,1
KAZZIE,1,1293,07/13/2017 12:00:00 AM,1
KC,1,1293,07/13/2017 12:00:00 AM,1
KD,1,1293,07/13/2017 12:00:00 AM,1
KEAKE,1,1293,07/13/2017 12:00:00 AM,1
KEELAH,1,1293,07/13/2017 12:00:00 AM,1
KEELONI,1,1293,07/13/2017 12:00:00 AM,1
KEELUT,1,1293,07/13/2017 12:00:00 AM,1
KEEPER,1,1293,07/13/2017 12:00:00 AM,1
KEESHA,1,1293,07/13/2017 12:00:00 AM,1
KEETNA,1,1293,07/13/2017 12:00:00 AM,1
KEIKO,1,1293,07/13/2017 12:00:00 AM,1
KEIRNA,1,1293,07/13/2017 12:00:00 AM,1
KEITA,1,1293,07/13/2017 12:00:00 AM,1
KEKOA,1,1293,07/13/2017 12:00:00 AM,1
KELLER,1,1293,07/13/2017 12:00:00 AM,1
KELSO,1,1293,07/13/2017 12:00:00 AM,1
KELTY,1,1293,07/13/2017 12:00:00 AM,1
KEN,1,1293,07/13/2017 12:00:00 AM,1
KENDALL,1,1293,07/13/2017 12:00:00 AM,1
KENIA,1,1293,07/13/2017 12:00:00 AM,1
KENJI,1,1293,07/13/2017 12:00:00 AM,1
KENLEY,1,1293,07/13/2017 12:00:00 AM,1
KENNA,1,1293,07/13/2017 12:00:00 AM,1
KENO,1,1293,07/13/2017 12:00:00 AM,1
KEPLER,1,1293,07/13/2017 12:00:00 AM,1
KERMIT,1,1293,07/13/2017 12:00:00 AM,1
KERRY,1,1293,07/13/2017 12:00:00 AM,1
KERSHAW,1,1293,07/13/2017 12:00:00 AM,1
KESS,1,1293,07/13/2017 12:00:00 AM,1
KETEL,1,1293,07/13/2017 12:00:00 AM,1
KETO,1,1293,07/13/2017 12:00:00 AM,1
KEYARA,1,1293,07/13/2017 12:00:00 AM,1
KEYBO,1,1293,07/13/2017 12:00:00 AM,1
KEYONA,1,1293,07/13/2017 12:00:00 AM,1
KEYSTONE,1,1293,07/13/2017 12:00:00 AM,1
KEYWII,1,1293,07/13/2017 12:00:00 AM,1
KHABEE,1,1293,07/13/2017 12:00:00 AM,1
KHALEESI,1,1293,07/13/2017 12:00:00 AM,1
KHALESSI,1,1293,07/13/2017 12:00:00 AM,1
KHALUA,1,1293,07/13/2017 12:00:00 AM,1
KHAN,1,1293,07/13/2017 12:00:00 AM,1
KHAN KHO,1,1293,07/13/2017 12:00:00 AM,1
KHAUZI-MOTTO,1,1293,07/13/2017 12:00:00 AM,1
KHODA,1,1293,07/13/2017 12:00:00 AM,1
KHOLE,1,1293,07/13/2017 12:00:00 AM,1
KIAH,1,1293,07/13/2017 12:00:00 AM,1
KIANA,1,1293,07/13/2017 12:00:00 AM,1
KIAORA,1,1293,07/13/2017 12:00:00 AM,1
KIAYA,1,1293,07/13/2017 12:00:00 AM,1
KIEBLER,1,1293,07/13/2017 12:00:00 AM,1
KIERA REY,1,1293,07/13/2017 12:00:00 AM,1
KIERIE,1,1293,07/13/2017 12:00:00 AM,1
KIESHA,1,1293,07/13/2017 12:00:00 AM,1
KIKO,1,1293,07/13/2017 12:00:00 AM,1
KILA,1,1293,07/13/2017 12:00:00 AM,1
KILEY,1,1293,07/13/2017 12:00:00 AM,1
KILLEY,1,1293,07/13/2017 12:00:00 AM,1
KIMA,1,1293,07/13/2017 12:00:00 AM,1
KIMBER RENAE,1,1293,07/13/2017 12:00:00 AM,1
KIMCHI,1,1293,07/13/2017 12:00:00 AM,1
KIMIKO,1,1293,07/13/2017 12:00:00 AM,1
KIMO,1,1293,07/13/2017 12:00:00 AM,1
KINDLE,1,1293,07/13/2017 12:00:00 AM,1
KINEO,1,1293,07/13/2017 12:00:00 AM,1
KINGA,1,1293,07/13/2017 12:00:00 AM,1
KINGSLEY,1,1293,07/13/2017 12:00:00 AM,1
KINLEY LOVE,1,1293,07/13/2017 12:00:00 AM,1
KINSEY,1,1293,07/13/2017 12:00:00 AM,1
KIRIN,1,1293,07/13/2017 12:00:00 AM,1
KISHA,1,1293,07/13/2017 12:00:00 AM,1
KISKI,1,1293,07/13/2017 12:00:00 AM,1
KISMET,1,1293,07/13/2017 12:00:00 AM,1
KITANNA,1,1293,07/13/2017 12:00:00 AM,1
KITSU,1,1293,07/13/2017 12:00:00 AM,1
KIYA,1,1293,07/13/2017 12:00:00 AM,1
KIZZIE,1,1293,07/13/2017 12:00:00 AM,1
KK,1,1293,07/13/2017 12:00:00 AM,1
KLAUS,1,1293,07/13/2017 12:00:00 AM,1
KLEIO,1,1293,07/13/2017 12:00:00 AM,1
KLINK,1,1293,07/13/2017 12:00:00 AM,1
KLOEE,1,1293,07/13/2017 12:00:00 AM,1
KNEESA,1,1293,07/13/2017 12:00:00 AM,1
KNIGHT,1,1293,07/13/2017 12:00:00 AM,1
KNIKI,1,1293,07/13/2017 12:00:00 AM,1
KNOTTY,1,1293,07/13/2017 12:00:00 AM,1
KO,1,1293,07/13/2017 12:00:00 AM,1
KOBY,1,1293,07/13/2017 12:00:00 AM,1
KODOS,1,1293,07/13/2017 12:00:00 AM,1
KODUH,1,1293,07/13/2017 12:00:00 AM,1
KOHALA,1,1293,07/13/2017 12:00:00 AM,1
KOHL,1,1293,07/13/2017 12:00:00 AM,1
KOI,1,1293,07/13/2017 12:00:00 AM,1
KOJI,1,1293,07/13/2017 12:00:00 AM,1
KOKOMO,1,1293,07/13/2017 12:00:00 AM,1
KOKONUT,1,1293,07/13/2017 12:00:00 AM,1
KOKORO,1,1293,07/13/2017 12:00:00 AM,1
KOLSCH,1,1293,07/13/2017 12:00:00 AM,1
KON SHURA,1,1293,07/13/2017 12:00:00 AM,1
KONA MAE,1,1293,07/13/2017 12:00:00 AM,1
KONDOR,1,1293,07/13/2017 12:00:00 AM,1
KOOKIE,1,1293,07/13/2017 12:00:00 AM,1
KOOPER,1,1293,07/13/2017 12:00:00 AM,1
KORA,1,1293,07/13/2017 12:00:00 AM,1
KOSMA,1,1293,07/13/2017 12:00:00 AM,1
KOTCHA,1,1293,07/13/2017 12:00:00 AM,1
KOTORI,1,1293,07/13/2017 12:00:00 AM,1
KOVEN,1,1293,07/13/2017 12:00:00 AM,1
KOYUK,1,1293,07/13/2017 12:00:00 AM,1
KRAZEE,1,1293,07/13/2017 12:00:00 AM,1
KRAZY,1,1293,07/13/2017 12:00:00 AM,1
KRISHNA,1,1293,07/13/2017 12:00:00 AM,1
KRONUR,1,1293,07/13/2017 12:00:00 AM,1
KRUZER T.,1,1293,07/13/2017 12:00:00 AM,1
KUBEL,1,1293,07/13/2017 12:00:00 AM,1
KUKU,1,1293,07/13/2017 12:00:00 AM,1
KULIK,1,1293,07/13/2017 12:00:00 AM,1
KUNA,1,1293,07/13/2017 12:00:00 AM,1
KUNUK,1,1293,07/13/2017 12:00:00 AM,1
KUPAA,1,1293,07/13/2017 12:00:00 AM,1
KURO,1,1293,07/13/2017 12:00:00 AM,1
KURO KNIGHT,1,1293,07/13/2017 12:00:00 AM,1
KUSKA,1,1293,07/13/2017 12:00:00 AM,1
KUSKO,1,1293,07/13/2017 12:00:00 AM,1
KUUIPO,1,1293,07/13/2017 12:00:00 AM,1
KUZCO,1,1293,07/13/2017 12:00:00 AM,1
KYLA,1,1293,07/13/2017 12:00:00 AM,1
KYLIE,1,1293,07/13/2017 12:00:00 AM,1
KYMBER,1,1293,07/13/2017 12:00:00 AM,1
KYMI,1,1293,07/13/2017 12:00:00 AM,1
KYNA,1,1293,07/13/2017 12:00:00 AM,1
KYOKO,1,1293,07/13/2017 12:00:00 AM,1
L. B.,1,1293,07/13/2017 12:00:00 AM,1
L.D.,1,1293,07/13/2017 12:00:00 AM,1
LADY BELLA,1,1293,07/13/2017 12:00:00 AM,1
LADY HOPE,1,1293,07/13/2017 12:00:00 AM,1
LADY MARIE,1,1293,07/13/2017 12:00:00 AM,1
LADY PIPER,1,1293,07/13/2017 12:00:00 AM,1
LADYISABELLA,1,1293,07/13/2017 12:00:00 AM,1
LAGERTHA,1,1293,07/13/2017 12:00:00 AM,1
LAIKA,1,1293,07/13/2017 12:00:00 AM,1
LAILA,1,1293,07/13/2017 12:00:00 AM,1
LAKER,1,1293,07/13/2017 12:00:00 AM,1
LAKOTA,1,1293,07/13/2017 12:00:00 AM,1
LANCE,1,1293,07/13/2017 12:00:00 AM,1
LANCER,1,1293,07/13/2017 12:00:00 AM,1
LANDO,1,1293,07/13/2017 12:00:00 AM,1
LANDON,1,1293,07/13/2017 12:00:00 AM,1
LANEY,1,1293,07/13/2017 12:00:00 AM,1
LAONA,1,1293,07/13/2017 12:00:00 AM,1
LAOTSU,1,1293,07/13/2017 12:00:00 AM,1
LAPKA,1,1293,07/13/2017 12:00:00 AM,1
LARS,1,1293,07/13/2017 12:00:00 AM,1
LARSEN,1,1293,07/13/2017 12:00:00 AM,1
LASKA,1,1293,07/13/2017 12:00:00 AM,1
LASSIE,1,1293,07/13/2017 12:00:00 AM,1
LAVERNE,1,1293,07/13/2017 12:00:00 AM,1
LAXUS,1,1293,07/13/2017 12:00:00 AM,1
LAYA,1,1293,07/13/2017 12:00:00 AM,1
LAYCEE,1,1293,07/13/2017 12:00:00 AM,1
LAYLO,1,1293,07/13/2017 12:00:00 AM,1
LAZARUS,1,1293,07/13/2017 12:00:00 AM,1
LD GUINEVERE,1,1293,07/13/2017 12:00:00 AM,1
LEE HONG,1,1293,07/13/2017 12:00:00 AM,1
LEELA,1,1293,07/13/2017 12:00:00 AM,1
LEELOO,1,1293,07/13/2017 12:00:00 AM,1
LEFFE,1,1293,07/13/2017 12:00:00 AM,1
LEFTY,1,1293,07/13/2017 12:00:00 AM,1
LEGO,1,1293,07/13/2017 12:00:00 AM,1
LEISEL,1,1293,07/13/2017 12:00:00 AM,1
LEITO,1,1293,07/13/2017 12:00:00 AM,1
LEMIEUX,1,1293,07/13/2017 12:00:00 AM,1
LEMON,1,1293,07/13/2017 12:00:00 AM,1
LEONA,1,1293,07/13/2017 12:00:00 AM,1
LEONA MARIE,1,1293,07/13/2017 12:00:00 AM,1
LEONARDO,1,1293,07/13/2017 12:00:00 AM,1
LEONIDIS,1,1293,07/13/2017 12:00:00 AM,1
LEROY BROWN,1,1293,07/13/2017 12:00:00 AM,1
LEROY BUSTER,1,1293,07/13/2017 12:00:00 AM,1
LETO,1,1293,07/13/2017 12:00:00 AM,1
LEVON,1,1293,07/13/2017 12:00:00 AM,1
LEWEY,1,1293,07/13/2017 12:00:00 AM,1
LEWWI,1,1293,07/13/2017 12:00:00 AM,1
LEXI LAREE,1,1293,07/13/2017 12:00:00 AM,1
LEXY,1,1293,07/13/2017 12:00:00 AM,1
LIBBY-LU,1,1293,07/13/2017 12:00:00 AM,1
LICHEN,1,1293,07/13/2017 12:00:00 AM,1
LIEBE,1,1293,07/13/2017 12:00:00 AM,1
LIEUTENANT,1,1293,07/13/2017 12:00:00 AM,1
LIFE,1,1293,07/13/2017 12:00:00 AM,1
LIGHTENING,1,1293,07/13/2017 12:00:00 AM,1
L'IKA,1,1293,07/13/2017 12:00:00 AM,1
LIKO,1,1293,07/13/2017 12:00:00 AM,1
LIL BIT,1,1293,07/13/2017 12:00:00 AM,1
LIL MAMA,1,1293,07/13/2017 12:00:00 AM,1
LILA BLUEBEL,1,1293,07/13/2017 12:00:00 AM,1
LILAH,1,1293,07/13/2017 12:00:00 AM,1
LILITH,1,1293,07/13/2017 12:00:00 AM,1
LILLIANA,1,1293,07/13/2017 12:00:00 AM,1
LILLIANNA,1,1293,07/13/2017 12:00:00 AM,1
LILLIE,1,1293,07/13/2017 12:00:00 AM,1
LILLY BELL,1,1293,07/13/2017 12:00:00 AM,1
LILLY LOU,1,1293,07/13/2017 12:00:00 AM,1
LILY MAE,1,1293,07/13/2017 12:00:00 AM,1
LILY SUE,1,1293,07/13/2017 12:00:00 AM,1
LINKA,1,1293,07/13/2017 12:00:00 AM,1
LINQ,1,1293,07/13/2017 12:00:00 AM,1
LIONEL,1,1293,07/13/2017 12:00:00 AM,1
LISA,1,1293,07/13/2017 12:00:00 AM,1
LITA,1,1293,07/13/2017 12:00:00 AM,1
LITTLE BEAR,1,1293,07/13/2017 12:00:00 AM,1
LITTLE BUDDY,1,1293,07/13/2017 12:00:00 AM,1
LITTLE BUG,1,1293,07/13/2017 12:00:00 AM,1
LITTLE D,1,1293,07/13/2017 12:00:00 AM,1
LITTLE MAN,1,1293,07/13/2017 12:00:00 AM,1
LIVER,1,1293,07/13/2017 12:00:00 AM,1
LOAF,1,1293,07/13/2017 12:00:00 AM,1
LOHKI,1,1293,07/13/2017 12:00:00 AM,1
LOKELANI,1,1293,07/13/2017 12:00:00 AM,1
LOKIE,1,1293,07/13/2017 12:00:00 AM,1
LOLA MANO,1,1293,07/13/2017 12:00:00 AM,1
LOLITA,1,1293,07/13/2017 12:00:00 AM,1
LOLLI,1,1293,07/13/2017 12:00:00 AM,1
LOLO,1,1293,07/13/2017 12:00:00 AM,1
LOMA,1,1293,07/13/2017 12:00:00 AM,1
LOMAX,1,1293,07/13/2017 12:00:00 AM,1
LONDON,1,1293,07/13/2017 12:00:00 AM,1
LORENZO,1,1293,07/13/2017 12:00:00 AM,1
LOU,1,1293,07/13/2017 12:00:00 AM,1
LOUIS VUITTO,1,1293,07/13/2017 12:00:00 AM,1
LOUISE,1,1293,07/13/2017 12:00:00 AM,1
LOVEE,1,1293,07/13/2017 12:00:00 AM,1
LOVEY,1,1293,07/13/2017 12:00:00 AM,1
LOVO,1,1293,07/13/2017 12:00:00 AM,1
LOYD,1,1293,07/13/2017 12:00:00 AM,1
LUBY,1,1293,07/13/2017 12:00:00 AM,1
LUCCA,1,1293,07/13/2017 12:00:00 AM,1
LUCE,1,1293,07/13/2017 12:00:00 AM,1
LUCI,1,1293,07/13/2017 12:00:00 AM,1
LUCILLE,1,1293,07/13/2017 12:00:00 AM,1
LUCIOUS,1,1293,07/13/2017 12:00:00 AM,1
LUCUS,1,1293,07/13/2017 12:00:00 AM,1
LUCY #2,1,1293,07/13/2017 12:00:00 AM,1
LUCY BROWN,1,1293,07/13/2017 12:00:00 AM,1
LUEY,1,1293,07/13/2017 12:00:00 AM,1
LUIGI,1,1293,07/13/2017 12:00:00 AM,1
LUKI,1,1293,07/13/2017 12:00:00 AM,1
LUKKA,1,1293,07/13/2017 12:00:00 AM,1
LULA,1,1293,07/13/2017 12:00:00 AM,1
LULU BELLE,1,1293,07/13/2017 12:00:00 AM,1
LULU PEACHES,1,1293,07/13/2017 12:00:00 AM,1
LUNA BEAN,1,1293,07/13/2017 12:00:00 AM,1
LUNA BLUE,1,1293,07/13/2017 12:00:00 AM,1
LUNAR,1,1293,07/13/2017 12:00:00 AM,1
LUPINE,1,1293,07/13/2017 12:00:00 AM,1
LUTHER,1,1293,07/13/2017 12:00:00 AM,1
LUX,1,1293,07/13/2017 12:00:00 AM,1
LYCOS,1,1293,07/13/2017 12:00:00 AM,1
LYKO,1,1293,07/13/2017 12:00:00 AM,1
LYNX,1,1293,07/13/2017 12:00:00 AM,1
LYRA,1,1293,07/13/2017 12:00:00 AM,1
LYRIC,1,1293,07/13/2017 12:00:00 AM,1
M&M,1,1293,07/13/2017 12:00:00 AM,1
MAC TAVISH,1,1293,07/13/2017 12:00:00 AM,1
MACEY,1,1293,07/13/2017 12:00:00 AM,1
MACGUIVER,1,1293,07/13/2017 12:00:00 AM,1
MACGYVER,1,1293,07/13/2017 12:00:00 AM,1
MACHO,1,1293,07/13/2017 12:00:00 AM,1
MACI,1,1293,07/13/2017 12:00:00 AM,1
MACIE,1,1293,07/13/2017 12:00:00 AM,1
MACINTYRE,1,1293,07/13/2017 12:00:00 AM,1
MACK DIESEL,1,1293,07/13/2017 12:00:00 AM,1
MACKLIN,1,1293,07/13/2017 12:00:00 AM,1
MACLAREN,1,1293,07/13/2017 12:00:00 AM,1
MADALYNN,1,1293,07/13/2017 12:00:00 AM,1
MADDI,1,1293,07/13/2017 12:00:00 AM,1
MADDISON,1,1293,07/13/2017 12:00:00 AM,1
MADDY MOOSE,1,1293,07/13/2017 12:00:00 AM,1
MADELINE,1,1293,07/13/2017 12:00:00 AM,1
MADGE,1,1293,07/13/2017 12:00:00 AM,1
MADRA RUA,1,1293,07/13/2017 12:00:00 AM,1
MAE BELL,1,1293,07/13/2017 12:00:00 AM,1
MAELEE,1,1293,07/13/2017 12:00:00 AM,1
MAEVE,1,1293,07/13/2017 12:00:00 AM,1
MAGGIE MOON,1,1293,07/13/2017 12:00:00 AM,1
MAGIC,1,1293,07/13/2017 12:00:00 AM,1
MAGIK CHARM,1,1293,07/13/2017 12:00:00 AM,1
MAGNUM,1,1293,07/13/2017 12:00:00 AM,1
MAGNUM MOSES,1,1293,07/13/2017 12:00:00 AM,1
MAGS,1,1293,07/13/2017 12:00:00 AM,1
MAHLI,1,1293,07/13/2017 12:00:00 AM,1
MAILE,1,1293,07/13/2017 12:00:00 AM,1
MAI'LOH,1,1293,07/13/2017 12:00:00 AM,1
MAIZE,1,1293,07/13/2017 12:00:00 AM,1
MAJOR SARGE,1,1293,07/13/2017 12:00:00 AM,1
MAKARORA,1,1293,07/13/2017 12:00:00 AM,1
MAKENA,1,1293,07/13/2017 12:00:00 AM,1
MAKENNA,1,1293,07/13/2017 12:00:00 AM,1
MAKSIM,1,1293,07/13/2017 12:00:00 AM,1
MAL,1,1293,07/13/2017 12:00:00 AM,1
MALENKO,1,1293,07/13/2017 12:00:00 AM,1
MALFOY,1,1293,07/13/2017 12:00:00 AM,1
MALI SUMMER,1,1293,07/13/2017 12:00:00 AM,1
MALLA,1,1293,07/13/2017 12:00:00 AM,1
MALLEY,1,1293,07/13/2017 12:00:00 AM,1
MALO,1,1293,07/13/2017 12:00:00 AM,1
MALP WINDY,1,1293,07/13/2017 12:00:00 AM,1
MANDI,1,1293,07/13/2017 12:00:00 AM,1
MANI,1,1293,07/13/2017 12:00:00 AM,1
MANNIX,1,1293,07/13/2017 12:00:00 AM,1
MAPRAW,1,1293,07/13/2017 12:00:00 AM,1
MARCELINE,1,1293,07/13/2017 12:00:00 AM,1
MARCELL,1,1293,07/13/2017 12:00:00 AM,1
MARGO,1,1293,07/13/2017 12:00:00 AM,1
MARI,1,1293,07/13/2017 12:00:00 AM,1
MARILYN,1,1293,07/13/2017 12:00:00 AM,1
MARISKA,1,1293,07/13/2017 12:00:00 AM,1
MARLENA NOVA,1,1293,07/13/2017 12:00:00 AM,1
